"Scenario","Species","Group","Item","Mean","StDev","Lower95","Upper95"
"PPR Zero mortality","Both","Overall","Value of Milk",5784783027.19394,2015119434.98727,2629391069.86031,10301408112.7798
"PPR Zero mortality","Both","Overall","Value of Offtake",184856372916.539,35108656392.0371,117956929953.588,254101322319.6
"PPR Zero mortality","Both","Subadult","Feed Cost",31028537221.3889,2551548270.31335,26156490512.3084,36172478279.1277
"PPR Zero mortality","Both","Subadult","Gross Margin",53381972171.2641,22180041726.6077,12507424390.6665,98954473109.3939
"PPR Zero mortality","Both","Subadult","Health Cost",0,0,0,0
"PPR Zero mortality","Both","Subadult","Labour Cost",3557433089.64197,224444675.032135,3132858773.74316,4007392150.50714
"PPR Zero mortality","Both","Subadult","Population",3163072.15653604,156688.911237739,2872470.89453805,3476681.47045732
"PPR Zero mortality","Both","Subadult","Value of Herd Increase",47943035979.4294,14302375922.502,22671068210.812,78843722503.4965
"PPR Zero mortality","Both","Subadult","Value of Manure",1185885814.34928,46538370.0453168,1099364889.99695,1279421406.21317
"PPR Zero mortality","Both","Subadult","Value of Offtake",38839020688.5163,9940487772.22215,20067307919.2914,58540473792.5464
"PPR Zero mortality","Both","Subadult Female","Feed Cost",15392226148.9718,1709137542.75188,12182599414.7976,18812533818.7786
"PPR Zero mortality","Both","Subadult Female","Gross Margin",15805019797.0882,11082815742.6705,-5259932675.48,38805358197.6701
"PPR Zero mortality","Both","Subadult Female","Health Cost",0,0,0,0
"PPR Zero mortality","Both","Subadult Female","Labour Cost",1986344957.24757,159571854.545809,1688744462.22934,2314254168.00817
"PPR Zero mortality","Both","Subadult Female","Population",1745783.40830789,81639.0939670008,1593456.73529003,1908611.5426398
"PPR Zero mortality","Both","Subadult Female","Value of Herd Increase",24418414653.7903,9140016798.2007,7737880355.58955,44033954852.1687
"PPR Zero mortality","Both","Subadult Female","Value of Manure",661598821.391601,28954617.8352114,607940532.833694,720033483.401596
"PPR Zero mortality","Both","Subadult Female","Value of Offtake",8103577428.12568,2260429510.33925,3657167501.19421,12655535329.8125
"PPR Zero mortality","Both","Subadult Male","Feed Cost",15636311072.4171,1728548436.75845,12420428810.861,19151904992.145
"PPR Zero mortality","Both","Subadult Male","Gross Margin",37576952374.1759,18477073893.3489,3052475928.02094,75101913829.5686
"PPR Zero mortality","Both","Subadult Male","Health Cost",0,0,0,0
"PPR Zero mortality","Both","Subadult Male","Labour Cost",1571088132.3944,132267898.089375,1314115868.573,1833285824.91863
"PPR Zero mortality","Both","Subadult Male","Population",1417288.74822815,77671.1623212354,1271967.78578905,1573929.63940775
"PPR Zero mortality","Both","Subadult Male","Value of Herd Increase",23524621325.6391,9533791695.15612,7048576175.95583,44556526779.9728
"PPR Zero mortality","Both","Subadult Male","Value of Manure",524286992.957678,25281441.1426008,477067545.468025,574181216.313267
"PPR Zero mortality","Both","Subadult Male","Value of Offtake",30735443260.3906,9679146628.1716,12364092197.1538,49756235633.8719
"PPR Zero mortality","Goats","Adult","Feed Cost",26626576947.9661,3174197573.32467,20495812782.1813,33109881621.7018
"PPR Zero mortality","Goats","Adult","Gross Margin",66927865000.8678,21972471794.3259,24274154499.993,111210135581.406
"PPR Zero mortality","Goats","Adult","Health Cost",0,0,0,0
"PPR Zero mortality","Goats","Adult","Labour Cost",6626982121.61794,590151928.899857,5464849501.85922,7799791740.3045
"PPR Zero mortality","Goats","Adult","Population",2948991.19088964,70759.5701184331,2811221.38677329,3085411.11813752
"PPR Zero mortality","Goats","Adult","Value of Herd Increase",66645194602.066,15473884133.0434,37214811774.3083,97297286650.5367
"PPR Zero mortality","Goats","Adult","Value of Manure",1655924472.49034,65949627.5678444,1540962404.27585,1774299487.38006
"PPR Zero mortality","Goats","Adult","Value of Offtake",28275891093.4031,7315424670.54299,14847364728.7188,43407553784.2234
"PPR Zero mortality","Goats","Adult Female","Feed Cost",21935219839.8634,3095346514.65991,15949650587.4462,28159048667.6046
"PPR Zero mortality","Goats","Adult Female","Gross Margin",26655978319.7854,14978689112.5406,-2363918325.64016,55825944666.9728
"PPR Zero mortality","Goats","Adult Female","Health Cost",0,0,0,0
"PPR Zero mortality","Goats","Adult Female","Labour Cost",5565357758.86577,575902309.095253,4449081896.80408,6688063960.16637
"PPR Zero mortality","Goats","Adult Female","Population",2354673.67855438,30636.9332502507,2295157.40188848,2415135.64711804
"PPR Zero mortality","Goats","Adult Female","Value of Herd Increase",38324081635.2226,11399718749.6976,16363944618.2179,60984161123.5855
"PPR Zero mortality","Goats","Adult Female","Value of Manure",1390740438.06559,62361849.2563259,1288050137.63726,1497005449.16494
"PPR Zero mortality","Goats","Adult Female","Value of Offtake",10837319942.7339,3274590655.72232,4652879631.23356,17319544716.0588
"PPR Zero mortality","Goats","Adult Male","Feed Cost",4691357108.10271,714047898.124821,3383343850.81298,6138820477.31618
"PPR Zero mortality","Goats","Adult Male","Gross Margin",40271886681.0824,15718418896.6305,10085067418.9688,71313130722.8378
"PPR Zero mortality","Goats","Adult Male","Health Cost",0,0,0,0
"PPR Zero mortality","Goats","Adult Male","Labour Cost",1061624362.75217,133832192.39612,800841832.265758,1329523567.73688
"PPR Zero mortality","Goats","Adult Male","Population",594317.512335261,54551.4183586032,482058.633949554,696969.419726186
"PPR Zero mortality","Goats","Adult Male","Value of Herd Increase",28321112966.8434,10125835729.9219,9426498559.86325,48994183175.2841
"PPR Zero mortality","Goats","Adult Male","Value of Manure",265184034.424745,19616245.4470342,227262240.140954,303478541.26549
"PPR Zero mortality","Goats","Adult Male","Value of Offtake",17438571150.6691,6489822669.42658,5709321592.20945,31265988349.1093
"PPR Zero mortality","Goats","Juvenile","Feed Cost",4769628456.91944,536944578.233739,3747304186.8842,5860841557.57527
"PPR Zero mortality","Goats","Juvenile","Gross Margin",375858383.135433,2311554326.13279,-3531264244.83293,5509036918.46476
"PPR Zero mortality","Goats","Juvenile","Health Cost",0,0,0,0
"PPR Zero mortality","Goats","Juvenile","Labour Cost",1912505560.49014,170014749.267667,1589985713.11066,2255627630.30735
"PPR Zero mortality","Goats","Juvenile","Population",1638869.91018186,124218.711393905,1408432.22159385,1884528.32863154
"PPR Zero mortality","Goats","Juvenile","Value of Herd Increase",6739294714.00331,2380070493.09916,2726576865.82468,11998302085.6288
"PPR Zero mortality","Goats","Juvenile","Value of Manure",318697686.541705,18622636.5208944,283741339.526968,356707528.366586
"PPR Zero mortality","Goats","Juvenile","Value of Offtake",0,0,0,0
"PPR Zero mortality","Goats","Juvenile Female","Feed Cost",2355320754.52533,356992180.91588,1694721204.21287,3087333874.64932
"PPR Zero mortality","Goats","Juvenile Female","Gross Margin",45912195.3057779,1454600137.97574,-2449062566.00619,3285333557.61624
"PPR Zero mortality","Goats","Juvenile Female","Health Cost",0,0,0,0
"PPR Zero mortality","Goats","Juvenile Female","Labour Cost",1020779044.90233,117305525.240337,792727606.865365,1254090851.4248
"PPR Zero mortality","Goats","Juvenile Female","Population",853063.328075574,63033.0960079655,736274.69822329,977186.46127125
"PPR Zero mortality","Goats","Juvenile Female","Value of Herd Increase",3251975131.426,1473120088.50762,819333706.412671,6556278215.51948
"PPR Zero mortality","Goats","Juvenile Female","Value of Manure",170036863.307438,11051774.0077994,149822678.307135,191681232.115739
"PPR Zero mortality","Goats","Juvenile Female","Value of Offtake",0,0,0,0
"PPR Zero mortality","Goats","Juvenile Male","Feed Cost",2414307702.39412,366946671.619803,1746247005.69955,3159599367.20269
"PPR Zero mortality","Goats","Juvenile Male","Gross Margin",329946187.829655,1536081580.02207,-2410251027.58466,3660594036.42229
"PPR Zero mortality","Goats","Juvenile Male","Health Cost",0,0,0,0
"PPR Zero mortality","Goats","Juvenile Male","Labour Cost",891726515.587803,103719945.790652,690369758.672172,1097671159.95598
"PPR Zero mortality","Goats","Juvenile Male","Population",785806.582106283,61204.4296132854,671743.540479789,906361.996140451
"PPR Zero mortality","Goats","Juvenile Male","Value of Herd Increase",3487319582.57731,1525892345.56742,793500344.31197,6822482982.12084
"PPR Zero mortality","Goats","Juvenile Male","Value of Manure",148660823.234268,10077008.8486583,130289070.069888,168363766.061582
"PPR Zero mortality","Goats","Juvenile Male","Value of Offtake",0,0,0,0
"PPR Zero mortality","Goats","Overall","Feed Cost",40858951037.1703,3397369822.06472,34363486514.5697,47653295177.4345
"PPR Zero mortality","Goats","Overall","Gross Margin",72855221071.2789,22968815933.409,28013264433.2933,118957642516.603
"PPR Zero mortality","Goats","Overall","Health Cost",0,0,0,0
"PPR Zero mortality","Goats","Overall","Labour Cost",10037181597.7961,640086478.84261,8791001592.93228,11292795813.1208
"PPR Zero mortality","Goats","Overall","Population",5792461.79117081,214144.31184803,5385986.70583095,6209047.33025127
"PPR Zero mortality","Goats","Overall","Value of Herd Increase",78435064390.0017,16383982889.5485,47270669604.1276,111225080389.116
"PPR Zero mortality","Goats","Overall","Value of Manure",2474088820.5808,80352096.9436284,2325415504.76507,2629833629.85538
"PPR Zero mortality","Goats","Overall","Value of Milk",3604413902.49245,1661408865.71675,1161431980.13837,7487033306.58784
"PPR Zero mortality","Goats","Overall","Value of Offtake",39237786593.1703,8154500636.93087,23775670816.0132,56401640192.4589
"PPR Zero mortality","Goats","Subadult","Feed Cost",9462745632.28474,979004941.62253,7627065629.38315,11409347793.5579
"PPR Zero mortality","Goats","Subadult","Gross Margin",5551497687.27566,5053529616.38717,-3619039481.675,15953562880.3883
"PPR Zero mortality","Goats","Subadult","Health Cost",0,0,0,0
"PPR Zero mortality","Goats","Subadult","Labour Cost",1497693915.68799,122903600.220602,1263946380.15327,1739749161.38975
"PPR Zero mortality","Goats","Subadult","Population",1204600.69009931,67658.5679144604,1074464.82640049,1336597.00017376
"PPR Zero mortality","Goats","Subadult","Value of Herd Increase",5050575073.93239,2525352479.21811,874369364.9085,10633311235.8346
"PPR Zero mortality","Goats","Subadult","Value of Manure",499466661.548758,22668312.7295823,455518133.691345,544304033.706162
"PPR Zero mortality","Goats","Subadult","Value of Offtake",10961895499.7672,3544107734.32839,4504205676.48375,18537810637.0976
"PPR Zero mortality","Goats","Subadult Female","Feed Cost",4432767790.67898,607057342.59754,3278528121.80691,5684488348.89919
"PPR Zero mortality","Goats","Subadult Female","Gross Margin",453374782.375958,2241067677.30513,-3439729756.38775,5386112807.24904
"PPR Zero mortality","Goats","Subadult Female","Health Cost",0,0,0,0
"PPR Zero mortality","Goats","Subadult Female","Labour Cost",876184913.075067,94417999.7545872,693291588.381424,1059501912.34713
"PPR Zero mortality","Goats","Subadult Female","Population",689027.325534113,33399.1392549224,624480.352825039,753968.116119845
"PPR Zero mortality","Goats","Subadult Female","Value of Herd Increase",2659321425.22758,1422502558.36537,449847336.403298,5944446248.84686
"PPR Zero mortality","Goats","Subadult Female","Value of Manure",292508603.466633,15181968.8185062,265553544.760803,320599114.360652
"PPR Zero mortality","Goats","Subadult Female","Value of Offtake",2810497457.43579,966012680.941431,944545697.013371,4719735069.74703
"PPR Zero mortality","Goats","Subadult Male","Feed Cost",5029977841.60576,734327439.398173,3620385205.63784,6543375829.37984
"PPR Zero mortality","Goats","Subadult Male","Gross Margin",5098122904.8997,4325527680.43408,-2826255667.44162,14079153319.0259
"PPR Zero mortality","Goats","Subadult Male","Health Cost",0,0,0,0
"PPR Zero mortality","Goats","Subadult Male","Labour Cost",621509002.612924,70780869.3993162,486557968.167705,764077526.013713
"PPR Zero mortality","Goats","Subadult Male","Population",515573.364565195,38640.3176262038,440013.11450315,590067.238433472
"PPR Zero mortality","Goats","Subadult Male","Value of Herd Increase",2391253648.7048,1576199466.88017,-33957577.0571614,5959631196.76561
"PPR Zero mortality","Goats","Subadult Male","Value of Manure",206958058.082125,13186620.5053577,181326617.306178,232833526.97412
"PPR Zero mortality","Goats","Subadult Male","Value of Offtake",8151398042.33146,3409896278.09372,2157299632.41215,15504135238.5326
"PPR Zero mortality","Sheep","Adult","Feed Cost",57452032623.6863,7141678232.27811,44016730228.7169,71783200506.6686
"PPR Zero mortality","Sheep","Adult","Gross Margin",159113581350.398,58426078626.494,46273865654.6627,276706255819.364
"PPR Zero mortality","Sheep","Adult","Health Cost",0,0,0,0
"PPR Zero mortality","Sheep","Adult","Labour Cost",9800840578.79274,890903115.099831,8051760430.54794,11588133857.074
"PPR Zero mortality","Sheep","Adult","Population",4128606.65527492,118522.952027655,3912637.16814113,4369176.18623109
"PPR Zero mortality","Sheep","Adult","Value of Herd Increase",103992051845.894,27460295024.5333,53432779742.6406,160258444996.479
"PPR Zero mortality","Sheep","Adult","Value of Manure",2452572447.66206,100058768.731362,2274178807.18917,2630187236.74081
"PPR Zero mortality","Sheep","Adult","Value of Offtake",117741461134.62,32869173220.2859,53536167676.4105,182479119019.598
"PPR Zero mortality","Sheep","Adult Female","Feed Cost",47632794669.3162,6973141157.60612,34755873980.2593,61609376643.0422
"PPR Zero mortality","Sheep","Adult Female","Gross Margin",29870076981.6969,27210025730.2354,-24827202405.4526,82007837091.3323
"PPR Zero mortality","Sheep","Adult Female","Health Cost",0,0,0,0
"PPR Zero mortality","Sheep","Adult Female","Labour Cost",8256561621.54282,866864984.316437,6537592321.99051,9999657194.81187
"PPR Zero mortality","Sheep","Adult Female","Population",3340892.24126892,74498.3125592046,3203248.60875018,3493555.75745925
"PPR Zero mortality","Sheep","Adult Female","Value of Herd Increase",48839909190.3242,16467404224.2046,17378390404.8816,82205780416.1554
"PPR Zero mortality","Sheep","Adult Female","Value of Manure",2065354397.65813,95186144.4536085,1904113088.41972,2226003191.54422
"PPR Zero mortality","Sheep","Adult Female","Value of Offtake",32673800559.8721,10818676201.5322,11579819914.6414,54228402730.1251
"PPR Zero mortality","Sheep","Adult Male","Feed Cost",9819237954.37015,1378999732.49506,7161876662.36286,12607442973.5794
"PPR Zero mortality","Sheep","Adult Male","Gross Margin",129243504368.701,50664744754.4661,30519825863.711,229747773349.915
"PPR Zero mortality","Sheep","Adult Male","Health Cost",0,0,0,0
"PPR Zero mortality","Sheep","Adult Male","Labour Cost",1544278957.24992,178550047.258928,1205619794.60243,1899198851.0558
"PPR Zero mortality","Sheep","Adult Male","Population",787714.414005999,55607.8581584663,682427.339258535,900441.748515928
"PPR Zero mortality","Sheep","Adult Male","Value of Herd Increase",55152142655.5695,20726948925.2562,15663404373.2479,97642069296.0036
"PPR Zero mortality","Sheep","Adult Male","Value of Manure",387218050.003932,23765270.0948855,344499770.605009,435311362.907182
"PPR Zero mortality","Sheep","Adult Male","Value of Offtake",85067660574.7478,30800737063.9142,24417783261.7808,146043978010.819
"PPR Zero mortality","Sheep","Juvenile","Feed Cost",14090501958.9784,1898101796.43418,10661909405.0244,18044065419.2021
"PPR Zero mortality","Sheep","Juvenile","Gross Margin",26084328611.8682,13930734179.9062,1042722858.83808,54961729962.6149
"PPR Zero mortality","Sheep","Juvenile","Health Cost",0,0,0,0
"PPR Zero mortality","Sheep","Juvenile","Labour Cost",3067141152.10903,316170941.482756,2485441912.04625,3720454064.27059
"PPR Zero mortality","Sheep","Juvenile","Population",2823038.74966799,263139.193942682,2337769.97933648,3367909.3356749
"PPR Zero mortality","Sheep","Juvenile","Value of Herd Increase",42730255814.0086,14151998552.5204,17470790697.8656,71973675711.1894
"PPR Zero mortality","Sheep","Juvenile","Value of Manure",511715908.947063,39563768.6320333,439050451.661063,594469910.029904
"PPR Zero mortality","Sheep","Juvenile","Value of Offtake",0,0,0,0
"PPR Zero mortality","Sheep","Juvenile Female","Feed Cost",5177231677.53682,963169571.900274,3453386150.56198,7258020110.08654
"PPR Zero mortality","Sheep","Juvenile Female","Gross Margin",5943180406.76155,5006002531.10036,-3467441250.83496,16128884207.3039
"PPR Zero mortality","Sheep","Juvenile Female","Health Cost",0,0,0,0
"PPR Zero mortality","Sheep","Juvenile Female","Labour Cost",1552809808.36024,198263598.155726,1185667763.2868,1960606693.01963
"PPR Zero mortality","Sheep","Juvenile Female","Population",1426474.77280864,132199.838317233,1183252.21895883,1701138.6116789
"PPR Zero mortality","Sheep","Juvenile Female","Value of Herd Increase",12414051118.4713,5031313536.20581,3140338890.89492,22965559444.69
"PPR Zero mortality","Sheep","Juvenile Female","Value of Manure",259170774.187347,21505594.638254,219751224.822574,303168500.96944
"PPR Zero mortality","Sheep","Juvenile Female","Value of Offtake",0,0,0,0
"PPR Zero mortality","Sheep","Juvenile Male","Feed Cost",8913270281.44154,1478462932.53597,6211158610.22762,11962235785.0887
"PPR Zero mortality","Sheep","Juvenile Male","Gross Margin",20141148205.1067,12433077658.1998,-2496848675.37621,45455685394.1935
"PPR Zero mortality","Sheep","Juvenile Male","Health Cost",0,0,0,0
"PPR Zero mortality","Sheep","Juvenile Male","Labour Cost",1514331343.74879,193880867.313342,1151901939.01464,1913145728.38754
"PPR Zero mortality","Sheep","Juvenile Male","Population",1396563.97685935,130988.754786284,1154174.94335328,1668711.61715032
"PPR Zero mortality","Sheep","Juvenile Male","Value of Herd Increase",30316204695.5373,12509391664.663,7595535140.57956,55892604638.534
"PPR Zero mortality","Sheep","Juvenile Male","Value of Manure",252545134.759716,21279601.2778748,213967759.777353,297036092.21228
"PPR Zero mortality","Sheep","Juvenile Male","Value of Offtake",0,0,0,0
"PPR Zero mortality","Sheep","Overall","Feed Cost",93108326171.7688,8112558396.9753,78062406145.7251,109470607969.621
"PPR Zero mortality","Sheep","Overall","Gross Margin",233028384446.255,65666474038.3321,108980117085.62,365156608746.12
"PPR Zero mortality","Sheep","Overall","Health Cost",0,0,0,0
"PPR Zero mortality","Sheep","Overall","Labour Cost",14927720904.8558,1020916228.56014,12931785992.7272,16912493275.7398
"PPR Zero mortality","Sheep","Overall","Population",8910116.87137964,455556.90602299,8067006.91803523,9834554.37813276
"PPR Zero mortality","Sheep","Overall","Value of Herd Increase",189614768565.399,37571639924.9999,121195894841.101,268001051531.995
"PPR Zero mortality","Sheep","Overall","Value of Manure",3650707509.40964,138819007.215302,3391964761.52842,3931251018.49766
"PPR Zero mortality","Sheep","Overall","Value of Milk",2180369124.7015,1163737820.51192,611818695.364337,5024971971.67684
"PPR Zero mortality","Sheep","Overall","Value of Offtake",145618586323.369,34146885250.6723,80310213400.2035,212648503179.582
"PPR Zero mortality","Sheep","Subadult","Feed Cost",21565791589.1042,2362917767.61345,17177348882.8765,26326063336.4688
"PPR Zero mortality","Sheep","Subadult","Gross Margin",47830474483.9884,21389918333.3696,9099023931.04044,92080037805.0486
"PPR Zero mortality","Sheep","Subadult","Health Cost",0,0,0,0
"PPR Zero mortality","Sheep","Subadult","Labour Cost",2059739173.95398,186316965.576514,1706598821.56726,2437406344.06587
"PPR Zero mortality","Sheep","Subadult","Population",1958471.46643673,140718.343002727,1696448.73862978,2238206.44395639
"PPR Zero mortality","Sheep","Subadult","Value of Herd Increase",42892460905.497,14022404467.1929,18671683160.696,73595675103.2221
"PPR Zero mortality","Sheep","Subadult","Value of Manure",686419152.80052,41148981.649073,610865947.297537,772434730.089768
"PPR Zero mortality","Sheep","Subadult","Value of Offtake",27877125188.7491,9153836393.51682,10637118310.9644,46065065688.3051
"PPR Zero mortality","Sheep","Subadult Female","Feed Cost",10959458358.2929,1612496080.29743,8009261949.27951,14264785389.3154
"PPR Zero mortality","Sheep","Subadult Female","Gross Margin",15351645014.7122,10839246584.0574,-5518150187.58893,37868386853.4332
"PPR Zero mortality","Sheep","Subadult Female","Health Cost",0,0,0,0
"PPR Zero mortality","Sheep","Subadult Female","Labour Cost",1110160044.1725,129162901.108881,870551485.805694,1366959527.02467
"PPR Zero mortality","Sheep","Subadult Female","Population",1056756.08277378,74248.6059734011,919414.215275957,1205507.33636513
"PPR Zero mortality","Sheep","Subadult Female","Value of Herd Increase",21759093228.5627,9019239904.88729,5064281026.02911,40865549119.1267
"PPR Zero mortality","Sheep","Subadult Female","Value of Manure",369090217.924968,24669760.0510391,324783874.492732,420410969.024335
"PPR Zero mortality","Sheep","Subadult Female","Value of Offtake",5293079970.68989,2028267845.42801,1282404166.76602,9435407895.909
"PPR Zero mortality","Sheep","Subadult Male","Feed Cost",10606333230.8113,1563635964.45223,7742757724.08049,13788658091.3224
"PPR Zero mortality","Sheep","Subadult Male","Gross Margin",32478829469.2762,17820042651.7277,-288396861.610989,69214403276.9161
"PPR Zero mortality","Sheep","Subadult Male","Health Cost",0,0,0,0
"PPR Zero mortality","Sheep","Subadult Male","Labour Cost",949579129.781477,111153759.280826,742131965.398998,1175501929.02937
"PPR Zero mortality","Sheep","Subadult Male","Population",901715.383662954,67006.4373582742,777340.995071528,1036213.74243847
"PPR Zero mortality","Sheep","Subadult Male","Value of Herd Increase",21133367676.9343,9392990200.72261,4982733404.41528,42336688112.2931
"PPR Zero mortality","Sheep","Subadult Male","Value of Manure",317328934.875552,21966187.3230449,276878011.611178,363226251.118551
"PPR Zero mortality","Sheep","Subadult Male","Value of Offtake",22584045218.0592,8933629780.83611,5748590016.58659,40341766786.6491
"PPR only","Both","Adult","Feed Cost",83782354289.5398,7659700463.88756,69276952247.869,99129042230.267
"PPR only","Both","Adult","Gross Margin",219269598551.969,61143705511.6982,103591618209.255,344876785706.202
"PPR only","Both","Adult","Health Cost",206782782.729223,15412398.3967444,178510558.210276,238113382.762927
"PPR only","Both","Adult","Labour Cost",16349537677.4278,1058383232.21044,14344640871.4405,18434946161.6093
"PPR only","Both","Adult","Population",7010064.4504466,139933.433080536,6743902.46971907,7289186.93973161
"PPR only","Both","Adult","Value of Herd Increase",165633132810.333,30308510095.7561,107469659721.299,226966938818.231
"PPR only","Both","Adult","Value of Manure",4083972065.15464,118451331.419686,3859596403.66314,4310019573.01549
"PPR only","Both","Adult","Value of Offtake",144185423654.22,33471139440.8363,79936137942.7655,212337398727.905
"PPR only","Both","Adult Female","Feed Cost",69335612039.8207,7497732946.98211,55054481234.1685,84499794090.2829
"PPR only","Both","Adult Female","Gross Margin",53601779302.9977,30369868438.4395,-5742780102.32496,113187753773.906
"PPR only","Both","Adult Female","Health Cost",174241306.14289,15189885.4320372,146428181.022591,205302591.550577
"PPR only","Both","Adult Female","Labour Cost",13766252075.3014,1029100673.39463,11807238721.3432,15753109251.7556
"PPR only","Both","Adult Female","Population",5649835.16263013,81643.6185707908,5492680.13339377,5816537.31410521
"PPR only","Both","Adult Female","Value of Herd Increase",84547908214.5306,19266926502.7477,47274337839.6375,124261734752.423
"PPR only","Both","Adult Female","Value of Manure",3437861745.34263,112245590.445892,3228603892.2052,3651898500.99665
"PPR only","Both","Adult Female","Value of Offtake",43186369992.4318,11102576300.5241,21706747545.4362,65266989918.1506
"PPR only","Both","Adult Male","Feed Cost",14446742249.7191,1567086829.56034,11464014700.1349,17560037498.5067
"PPR only","Both","Adult Male","Gross Margin",165667819248.971,52613719897.9878,64453400149.5143,270822265947.053
"PPR only","Both","Adult Male","Health Cost",32541476.5863337,3164519.82841363,26749186.3155588,39071371.4465956
"PPR only","Both","Adult Male","Labour Cost",2583285602.12642,223931624.264017,2143980000.77583,3033093759.79386
"PPR only","Both","Adult Male","Population",1360229.28781647,78953.2470609719,1206383.27642595,1514685.56308556
"PPR only","Both","Adult Male","Value of Herd Increase",81085224595.8024,22598196739.244,38524743320.7428,126338116889.509
"PPR only","Both","Adult Male","Value of Manure",646110319.812015,30984246.7014455,588159286.431399,708136427.400928
"PPR only","Both","Adult Male","Value of Offtake",100999053661.788,31517695045.5987,40650646903.6232,163295985405.04
"PPR only","Both","Juvenile","Feed Cost",18820209101.9424,1952036290.62738,15256532616.4004,22897742787.8647
"PPR only","Both","Juvenile","Gross Margin",25040351885.0715,14008884995.1125,-626527233.256406,55380348599.3513
"PPR only","Both","Juvenile","Health Cost",125691237.449551,9964267.82702508,107352432.280852,145584873.304097
"PPR only","Both","Juvenile","Labour Cost",4950165830.27612,360911580.671749,4279166703.14383,5687859730.81395
"PPR only","Both","Juvenile","Population",4409927.78199494,293025.963220988,3864812.08952836,5016954.07139651
"PPR only","Both","Juvenile","Value of Herd Increase",48111950097.223,14221013971.1589,22722343317.0613,79345996221.9794
"PPR only","Both","Juvenile","Value of Manure",824467957.516541,43821829.0601066,739429652.543198,912971386.897432
"PPR only","Both","Juvenile","Value of Offtake",0,0,0,0
"PPR only","Both","Juvenile Female","Feed Cost",7543475315.7388,1032932643.46793,5691146182.64411,9763199336.3036
"PPR only","Both","Juvenile Female","Gross Margin",5672091189.2695,5165962200.45792,-4110201175.61431,16444921858.3362
"PPR only","Both","Juvenile Female","Health Cost",65087777.4742895,6589677.155344,53113360.1507893,78746353.6727713
"PPR only","Both","Juvenile Female","Labour Cost",2562567915.37,227759740.11405,2134806688.13931,3026632928.94668
"PPR only","Both","Juvenile Female","Population",2258457.80102935,147819.903431798,1982610.23619724,2564528.82144642
"PPR only","Both","Juvenile Female","Value of Herd Increase",15416317851.2932,5162604506.22229,5800529704.50845,26152749172.9464
"PPR only","Both","Juvenile Female","Value of Manure",426904346.559384,24189217.2014031,381343855.564375,476091364.121395
"PPR only","Both","Juvenile Female","Value of Offtake",0,0,0,0
"PPR only","Both","Juvenile Male","Feed Cost",11276733786.2036,1496642284.62225,8540486981.61831,14382791907.8707
"PPR only","Both","Juvenile Male","Gross Margin",19368260695.802,12498273742.9387,-3647763663.46963,46103765982.6635
"PPR only","Both","Juvenile Male","Health Cost",60603459.9752616,6129252.43712906,49379559.972498,73346703.7185449
"PPR only","Both","Juvenile Male","Labour Cost",2387597914.90612,221708949.849365,1962279332.22374,2828594041.86945
"PPR only","Both","Juvenile Male","Population",2151469.9809656,145341.964877853,1879127.84720433,2449046.35397317
"PPR only","Both","Juvenile Male","Value of Herd Increase",32695632245.9298,12605028126.4576,9567871540.96143,59498416151.0776
"PPR only","Both","Juvenile Male","Value of Manure",397563610.957157,23582559.8301842,352222709.830085,445733285.26016
"PPR only","Both","Juvenile Male","Value of Offtake",0,0,0,0
"PPR only","Both","Overall","Feed Cost",133457879111.745,8618929293.58604,117343471525.314,150671411095.719
"PPR only","Both","Overall","Gross Margin",294804178738.311,68282298486.9221,165866818304.237,433389716358.047
"PPR only","Both","Overall","Health Cost",421974370.346524,20919056.4628352,382691121.136225,463945531.235663
"PPR only","Both","Overall","Labour Cost",24833018054.3386,1192661099.56763,22555843315.1982,27157739127.1217
"PPR only","Both","Overall","Population",14537567.3049652,505759.544448655,13584919.9262606,15553261.3936122
"PPR only","Both","Overall","Value of Herd Increase",259315430703.014,39791959586.2263,184833511529.701,341235396520.929
"PPR only","Both","Overall","Value of Manure",6083342488.47393,159987919.139747,5779186012.87268,6398444177.52539
"PPR only","Both","Overall","Value of Milk",5705744771.95766,1968121914.16683,2583646786.33907,10269446840.8041
"PPR only","Both","Overall","Value of Offtake",182412532311.296,34980800636.3432,115803351017.936,253302465428.694
"PPR only","Both","Subadult","Feed Cost",30855315720.2631,2586699701.39956,25864352617.217,36113821876.8058
"PPR only","Both","Subadult","Gross Margin",50494228301.2713,21525864449.7813,11105690033.1265,94574184839.3186
"PPR only","Both","Subadult","Health Cost",89500350.1677497,6514324.89989046,77239243.6194732,102724513.181846
"PPR only","Both","Subadult","Labour Cost",3533314546.63465,222666395.747997,3112273963.95597,3981287297.42144
"PPR only","Both","Subadult","Population",3117575.07252362,157045.879713316,2814747.38061143,3431350.03883502
"PPR only","Both","Subadult","Value of Herd Increase",45570347795.4585,13842253580.7237,21470557243.0619,75451197208.6313
"PPR only","Both","Subadult","Value of Manure",1174902465.80275,47474122.2795237,1084595551.75178,1269387716.1913
"PPR only","Both","Subadult","Value of Offtake",38227108657.0755,9800048208.91696,19711286690.2881,57762494557.8379
"PPR only","Both","Subadult Female","Feed Cost",15356585804.4494,1779057812.01251,12021094009.5071,19113224698.0829
"PPR only","Both","Subadult Female","Gross Margin",14817528333.0473,10658619354.6892,-5067946173.5607,36576997842.4585
